timestamp,fixed_col,username,tweet,hour,minute,tweet_length,word_count,mention_count,url_count,hac_cluster_tentative
Tue Jun 02 05:45:18 PDT 2009,NO_QUERY,Bippy,Add sore neck to the headache. Three conference day. ,5,45,53,9,0,0,1
Sun Jun 14 22:43:48 PDT 2009,NO_QUERY,Deedubau,Gonna squeeze in some reading on my kindle app before sleeping then off to work as a zombie. I need master the art of time better ,22,43,130,26,0,0,1
Mon Jun 15 02:00:43 PDT 2009,NO_QUERY,Hopexo,"@Nataliee_ *makes bigger sign* baha, using the big card that i bought, walked through the middle of town with, then couldnt take it to Jb ",2,0,138,25,1,0,2
Tue Apr 21 02:31:26 PDT 2009,NO_QUERY,nibby01,"sister has been in to visit, now have to plan the art auction for 2 weeks time....150 pieces donated from UK artists, so kind ",2,31,126,25,0,0,1
Sat May 30 14:56:55 PDT 2009,NO_QUERY,Abby_G_92,Went swimming today have a bruised knee ,14,56,40,7,0,0,1
Tue Jun 02 13:02:35 PDT 2009,NO_QUERY,x1n,#E3 God of War 3 - last in the trilogy ,13,2,39,9,0,0,1
Sun Jun 07 20:58:57 PDT 2009,NO_QUERY,joshstarling92,going to sleep. leaving for breakaway in the morning so i gotta get up really early. ,20,58,85,16,0,0,1
Tue Apr 21 02:56:19 PDT 2009,NO_QUERY,ankita_gaba,@normaltusker i agree ,2,56,22,3,1,0,2
Sat Jun 20 15:19:25 PDT 2009,NO_QUERY,nataliesara,"great, my stupid iphone doest work! ",15,19,36,6,0,0,1
Sat Jun 20 06:03:23 PDT 2009,NO_QUERY,Harrison__,eugh... feeling ill ,6,3,20,3,0,0,1
Wed Jun 17 15:18:04 PDT 2009,NO_QUERY,sfgiantsgirl,what happened?? ,15,18,16,2,0,0,1
Sun May 17 03:56:26 PDT 2009,NO_QUERY,BrittyBabe8,@delta_goodrem You and i are fellow &quot;L&quot;osers  But i think i'ma beat you to my P's BABY driver!,3,56,104,23,1,0,2
Thu Jun 18 11:54:41 PDT 2009,NO_QUERY,saluki1,I'm bummed because it looks like SIU's VPN isn't playing nice with V3.0 on the touch ,11,54,85,20,0,0,1
Sat Jun 06 01:23:35 PDT 2009,NO_QUERY,caged_songbird,My Dom's now living in a family household + his kids are visiting. I don't know the next time we'll get to play/I'll get to sleep over. ,1,23,136,31,0,0,1
Sat May 02 23:57:39 PDT 2009,NO_QUERY,MiddleClassLady,"FUCK, the car dealerships aren't open tomorrow  Sad panda.",23,57,58,10,0,0,1
Tue Jun 16 23:36:06 PDT 2009,NO_QUERY,abbyavaryxo,"@owlcity I am sad, adam. why did fridays show have to sell out?!?! ",23,36,67,13,1,0,2
Fri May 01 21:14:22 PDT 2009,NO_QUERY,sara_mc,@rockydoom thus the friday night cleaning that is happening right now ,21,14,70,11,1,0,2
Sat Jun 06 04:57:03 PDT 2009,NO_QUERY,mayks,What is happening with my Internet connection? Suddenly it became super slow ,4,57,77,12,0,0,1
Fri Jun 05 16:25:02 PDT 2009,NO_QUERY,Phoboy86,"It looks like it's gonna rain, and it's gonna be chilly, especially w/ only one shoe on, i don't know if i want to go out tonight ",16,25,130,30,0,0,1
Tue Jun 16 05:52:48 PDT 2009,NO_QUERY,Rachielouxox,It's so fucking hot  fuck my life,5,52,33,8,0,0,1
Mon Jun 15 09:00:45 PDT 2009,NO_QUERY,Sheena1968,only 2 followers how sad ,9,0,25,5,0,0,1
Wed Jun 24 22:30:26 PDT 2009,NO_QUERY,NeverAnother1,"@ruthiedot so aftr I took the nails off I had grown my own, polishing them etc, but then I took the polish off n I've been biting em off ",22,30,137,30,1,0,2
Sun May 17 18:44:49 PDT 2009,NO_QUERY,Felisamonique,Thinking About Last Year Wow.... Lessons Learned Thank God For The Step'N Stones ,18,44,81,14,0,0,1
Sat May 02 10:17:15 PDT 2009,NO_QUERY,Emma_louise_,@mrspennyapple ah yes....thats whey they are on tour with Brokencyde aint it  i dunno what to suggest,10,17,101,18,1,0,2
Sun Apr 19 04:44:00 PDT 2009,NO_QUERY,rukku,Unlitext just expired. ,4,44,23,3,0,0,1
Fri May 29 13:08:05 PDT 2009,NO_QUERY,GatorDeb,@casgetta what's wrong? ,13,8,24,4,1,0,2
Sun May 10 01:32:03 PDT 2009,NO_QUERY,shutupmeg,(@amandastorlie) Shut up and put your money where your mouth is thats what you get for waking up in vegas ,1,32,106,20,1,0,2
Mon Jun 22 13:04:40 PDT 2009,NO_QUERY,RayBAcosta,looks like will.i.am put the boom boom pow on perez HAHAHAHA ,13,4,61,13,0,0,1
Mon Jun 15 03:40:38 PDT 2009,NO_QUERY,irmayzing,i just had my chicken pox and mmr boosters. i h8 needles ,3,40,57,12,0,0,1
Thu May 14 03:02:05 PDT 2009,NO_QUERY,dgs4832,--scratch that!..I dont think i'm linked..oh well!..used to be able to keep up with technology--not ne-more! ,3,2,109,22,0,0,1
Sun May 17 11:07:38 PDT 2009,NO_QUERY,Kensh0rz,Wondering about PSP remote play and why it doesn't seem to be compatible with all that many games ,11,7,98,19,0,0,1
Fri May 22 03:36:47 PDT 2009,NO_QUERY,katieliz18,"having a battle with the printer, bad times ",3,36,44,8,0,0,1
Tue Jun 16 06:30:33 PDT 2009,NO_QUERY,petermalone,Abscess on lower jaw.. Dentist not answering phone.. Sad times ahead. ,6,30,70,11,0,0,1
Sun May 17 06:02:08 PDT 2009,NO_QUERY,shanak,post birthday and feeling great ,6,2,32,5,0,0,1
Sat Apr 18 08:06:30 PDT 2009,NO_QUERY,pokatohead304,@alyssathegreat I'm ready when you are! ,8,6,40,7,1,0,2
Mon May 18 05:27:42 PDT 2009,NO_QUERY,Juanhuichal,Probando Selective Twitter (actulizar status FB desde twitter) Gracias @eduardoe ,5,27,81,10,1,0,2
Sun Apr 19 10:40:31 PDT 2009,NO_QUERY,Vikki_Baybee,is watching the nephew..and will prob start fighting with him in a min..talk to me  lol,10,40,87,18,0,0,1
Thu May 28 23:37:50 PDT 2009,NO_QUERY,Stephanya,"I lost 4 followers over night, nobody likes me ",23,37,47,9,0,0,1
Sat May 09 19:49:55 PDT 2009,NO_QUERY,joshfittell,"okay im still in bed and its 12:49 i have about 5 assignments to do, which i havent started any, no idea when there due. IM SO BEHIND ",19,49,134,29,0,0,1
Thu Jun 18 14:54:15 PDT 2009,NO_QUERY,evhead68,@ErinNicole23 What's wrong?! D: Tell me ,14,54,40,7,1,0,2
Mon Apr 20 07:39:47 PDT 2009,NO_QUERY,DavidTangredi,@frankaustx I have replied to others and had them reply to me.  I guess it's all in who you talk to. ,7,39,101,22,1,0,2
Wed Jun 17 03:08:02 PDT 2009,NO_QUERY,ali991,Its raining and I have to go out at lunchtime ,3,8,46,10,0,0,1
Sat Jun 06 11:39:44 PDT 2009,NO_QUERY,netteradio,@everythingpre wish I had a Pre...Sprint says NO ,11,39,49,9,1,0,2
Fri May 29 18:32:42 PDT 2009,NO_QUERY,facebook_rt,@hhking I hate having to endure baby pics on Facebook. ,18,32,55,10,1,0,2
Thu May 14 10:04:11 PDT 2009,NO_QUERY,xeo,listening to basketball match on the radio.  Not funny at all,10,4,61,11,0,0,1
Sun Jun 07 04:55:53 PDT 2009,NO_QUERY,Lucky_you33,"@Mtarbox20 Frick! Maggie the guy in middle is hottie Quinziato and on right is Jacopo Guarnieri, love them both!!!!! So jealous right now ",4,55,138,23,1,0,2
Tue Apr 07 00:38:54 PDT 2009,NO_QUERY,riotdancer89,"So you guys think ur so cool with ur bromances, well guess what we have homances! Thats right im in a homance with @StefanieErin ",0,38,129,24,1,0,2
Wed Jun 17 21:12:54 PDT 2009,NO_QUERY,cindyyphan,you let me down. ,21,12,17,4,0,0,1
Fri Jun 19 21:41:32 PDT 2009,NO_QUERY,madisonlynch,@mollyallison ahh  yall are making me so sad,21,41,44,8,1,0,2
Mon Jun 01 20:59:39 PDT 2009,NO_QUERY,YourFav_Redhead,@mabeswife I believe that! Especially when it comes to the Sun! I burn blister peel ,20,59,84,15,1,0,2
Sun May 31 01:17:51 PDT 2009,NO_QUERY,fi69,@qikipedia elves can't say shat! Am shocked and saddened ,1,17,57,10,1,0,2
Sun May 10 05:13:31 PDT 2009,NO_QUERY,MisterRo,@helga_hansen @bryantma It really is a stunning clock! One day I may have space to rebuild a collection ,5,13,104,18,2,0,0
Sat May 09 23:47:08 PDT 2009,NO_QUERY,dabowl,"@FaceySarah I'm so sad, I saw your tweet too late  I would have def visited had I known you were working.",23,47,105,22,1,0,2
Tue Jun 23 08:39:11 PDT 2009,NO_QUERY,TheBrie,aw disappointment  here i am reading and it smacked me in the face. the girl just had to say the word. the book is still good though.,8,39,133,27,0,0,1
Sun May 17 23:56:39 PDT 2009,NO_QUERY,toosweet4rnr,@MauiMichael I thought you'd dig it. ,23,56,37,7,1,0,2
Mon May 04 03:02:38 PDT 2009,NO_QUERY,svengroenberg,is eating a delicious cheese-bread  (much batter than ANY  Bagle),3,2,65,11,0,0,1
Thu May 14 07:52:08 PDT 2009,NO_QUERY,aymrit,"is drinking cokeee and very bored, no one has twitter ",7,52,54,10,0,0,1
Tue May 26 23:03:42 PDT 2009,NO_QUERY,spookychan,@Zulfiqar_RGH indeed! though i got some cool shots of some of their sharks and things. ,23,3,87,15,1,0,2
Sat Jun 06 14:59:35 PDT 2009,NO_QUERY,emplula,@Kemahwest How did he do? Last I heard he was behing Gokey...not a good place to be   Hopefully top ten?,14,59,104,21,1,0,2
Sat Jun 20 11:06:48 PDT 2009,NO_QUERY,Dyana_,"@electrograffiti Oh, I applied ages ago! Never got an invite though ",11,6,68,11,1,0,2
Sun Jun 07 05:02:40 PDT 2009,NO_QUERY,emmaepitaph,"sooo tired, don't know what to do with myself. might watch twilight soon mmm! i miss my baby ",5,2,93,19,0,0,1
Mon May 18 05:52:22 PDT 2009,NO_QUERY,_magic8ball,@missgizz Very doubtful ,5,52,24,3,1,0,2
Sat May 30 21:15:21 PDT 2009,NO_QUERY,jules1029,@UniquelyMee  that made me sad,21,15,30,5,1,0,2
Thu May 28 21:44:19 PDT 2009,NO_QUERY,roberinajames,@PerfectPlaces thanks Margret!  Nice to see you in the office on Monday ,21,44,72,12,1,0,2
Thu May 28 22:45:07 PDT 2009,NO_QUERY,smittys13,"@TheEllenShow  trying to figure out this twitter thing... i joined today, because of you.. thanks alot!  ",22,45,105,16,1,0,2
Mon May 18 00:20:39 PDT 2009,NO_QUERY,katlynhughes,"I just cleaned the kitchen, living room, my room, &amp; did laundry in 3 hrs! Im exhausted, but it feels SOO GOOD to sleep in clean sheets  ",0,20,140,27,0,0,1
Fri May 22 03:26:01 PDT 2009,NO_QUERY,bering,"@specialisten Adblock er uundvï¿½rlig, Delicious til lynhurtig bookmarking, Greasemonkey til alt andet  (also: TV Fox, Greasefire, FireFTP)",3,26,139,18,1,0,2
Thu May 14 05:07:37 PDT 2009,NO_QUERY,lindsayjordan,"Here's the deal @mattlingard, if you reveal the actual ID of 'the flapjack baker' on your blog I will tweet the final workshop question ",5,7,136,25,1,0,2
Mon Jun 15 05:14:44 PDT 2009,NO_QUERY,laurieeco,In desperate need of a manicure ,5,14,32,6,0,0,1
Wed Jun 17 15:34:26 PDT 2009,NO_QUERY,vanessalee,the library.  so much busy work. . . .  ,15,34,40,6,0,0,1
Mon Jun 15 05:08:37 PDT 2009,NO_QUERY,mscecillialin,I had the worst best dream ever. FML ,5,8,37,8,0,0,1
Sat May 30 12:46:55 PDT 2009,NO_QUERY,goalieaunt,Pushing Daisies is on tonight &amp; Sunday  opposite Stanley cup finals.  Thank goodness for DVR ,12,46,97,15,0,0,1
Mon Jun 15 20:48:20 PDT 2009,NO_QUERY,kaylesmarie,headache  must be all the smoke.,20,48,32,6,0,0,1
Thu Jun 18 19:03:54 PDT 2009,NO_QUERY,arishiia,What a time for the school's website to be down. I want to register my CDS!! ,19,3,77,17,0,0,1
Sun Jun 07 19:34:52 PDT 2009,NO_QUERY,missbishop24,Sweet tea  I miss youu.,19,34,23,5,0,0,1
Mon Apr 20 00:22:27 PDT 2009,NO_QUERY,pandaaMONIA,@Mimza lol dick.  omnom. HRMM. RINGING YOU IN THREE HOURS YOU SCARE ME D;,0,22,73,14,1,0,2
Sun May 31 11:45:31 PDT 2009,NO_QUERY,uliwitness,Sun is going down. Feet are getting cold ,11,45,41,8,0,0,1
Sat May 30 09:42:26 PDT 2009,NO_QUERY,Lorna_Jane_xO,Its really not fair ,9,42,20,4,0,0,1
Sat Apr 18 08:06:12 PDT 2009,NO_QUERY,LindaSusanE,@Oprah Thanks for your show yesterday  Myself and probably millions became twitterdees after watching   I love your shows and thank you!,8,6,136,21,1,0,2
Sat May 02 08:53:26 PDT 2009,NO_QUERY,tneale73,@mikef68 sorry Mike need to consult with the boss before I tweet.  We can't do that date ,8,53,89,18,1,0,2
Sun May 10 02:25:52 PDT 2009,NO_QUERY,Tamsinregan,Is going to have a nice day in the sun - reading for my exams ,2,25,62,14,0,0,1
Mon May 18 00:50:28 PDT 2009,NO_QUERY,taylord303,Fixing to go to bed. Goodnight ,0,50,31,6,0,0,1
Sat Jun 20 08:06:43 PDT 2009,NO_QUERY,LinksBoots,"@Kathy517 We had them all night, too. Electricity went out again.  Luckily it was back on when I woke up this morning.",8,6,118,22,1,0,2
Sun Jun 07 04:16:24 PDT 2009,NO_QUERY,jamiemcflyx,@DanielFielding LMAO! I hate it when random companies follow you ,4,16,65,10,1,0,2
Tue Apr 07 06:55:19 PDT 2009,NO_QUERY,mattmbr,@Vintage_Twit Thanks for the offer! ,6,55,36,5,1,0,2
Sun Apr 19 07:09:09 PDT 2009,NO_QUERY,Ali_Cat71,@davkal I think I will have more fun if I burn them. lol Thanks for the offer tho!! ,7,9,84,18,1,0,2
Sat Jun 06 20:12:32 PDT 2009,NO_QUERY,kiabobia,is wishing I was in aiken with the favs! I miss them ,20,12,53,12,0,0,1
Sun Jun 07 09:56:08 PDT 2009,NO_QUERY,Sunset87,I guess I should study for my midterm tomorrow and write that essay.  weekend officially over.,9,56,94,16,0,0,1
Fri Apr 17 21:12:03 PDT 2009,NO_QUERY,kaylee110,@MCRmuffin I am so sorry  god i'd love to talk to you honey. similar things with my family ,21,12,91,19,1,0,2
Sun May 31 16:45:19 PDT 2009,NO_QUERY,sarahebuckner,@jrvanandel Happy Anniversary! Agreed:Komodo was SO lame.  Baby Chris was DONE w/ the Zoo before we got a chance to see the butterflies.  ,16,45,138,24,1,0,2
Fri May 22 03:44:06 PDT 2009,NO_QUERY,HolidayAcres,Good morning...not a great day yesterday...my jeep broke down  ,3,44,63,11,0,0,1
Tue Jun 23 13:24:50 PDT 2009,NO_QUERY,maypri,faillllll. i need a new phone ,13,24,30,6,0,0,1
Mon Jun 01 00:19:28 PDT 2009,NO_QUERY,ahhamber,Why do I always sit in the drive thru foreverr at fatburger ,0,19,60,12,0,0,1
Tue Jun 16 06:42:10 PDT 2009,NO_QUERY,Jolynatan,@SabbieGirl sabbb i have no friends on twitter  only you! haha,6,42,62,11,1,0,2
Sun May 17 11:06:09 PDT 2009,NO_QUERY,WonderCaitlin,@lunglock Me and Craig were the only ones deffo up for doing it ,11,6,64,13,1,0,2
Fri Jun 05 15:02:36 PDT 2009,NO_QUERY,Sam4God,grrr... my mum and granddad are watching a movie so i can't watch Big Brother!  and the TV in my room has no sound for some odd reason!,15,2,135,29,0,0,1
Sat Apr 18 16:59:21 PDT 2009,NO_QUERY,AndrewWashburn,Eating Adolfos! I love Pueblo and our abundance of good Mexican food ,16,59,69,12,0,0,1
Tue Jun 16 05:51:35 PDT 2009,NO_QUERY,thenewbnb,@CruciFire yeah!! but it wud've been a hectic trip anyway. prob wudn't have been able to make it to b'bay ,5,51,106,23,1,0,2
Sun Jun 07 15:23:17 PDT 2009,NO_QUERY,youwontknow,Sore throat ,15,23,12,2,0,0,1
Fri May 22 08:49:47 PDT 2009,NO_QUERY,robynreneeriley,Annoying: pastor didn't want to go to On the Border with me today ,8,49,66,14,0,0,1
Sat Apr 18 09:52:01 PDT 2009,NO_QUERY,stephdau,@thakoharris: Good plan. Clear your head first. Then clearing the house is that much easier. ,9,52,93,15,1,0,2
Sun May 17 20:40:24 PDT 2009,NO_QUERY,bartelbee,watching zathura  then gonna do some math homework ,20,40,51,8,0,0,1
Tue Apr 07 05:49:54 PDT 2009,NO_QUERY,JaciClark,@sarahb0485 No worries! I know how busy you are right now. ,5,49,59,11,1,0,2
Tue Jun 02 23:45:14 PDT 2009,NO_QUERY,ejohnston,Laying here troubled by the events of this evening that left my glorious beard in a state of disarray that necessitated shaving. ,23,45,129,22,0,0,1
Sun Apr 19 07:39:49 PDT 2009,NO_QUERY,StephanieMarcus,watching Breakfast Club... great movie ,7,39,39,5,0,0,1
Mon May 04 01:58:12 PDT 2009,NO_QUERY,mshairi,Quickest way to get a seat to yourself on a London bus currently: pretend to sneeze VERY loudly about 3/4 times ,1,58,112,22,0,0,1
Wed May 13 23:46:00 PDT 2009,NO_QUERY,reimagin,@bigbeartaxlady thx.. ,23,46,22,2,1,0,2
Fri May 22 02:57:06 PDT 2009,NO_QUERY,Suzanne_McLeod,@JaneCWoods Thank you  ,2,57,23,3,1,0,2
Sun Jun 07 20:14:20 PDT 2009,NO_QUERY,cconeise,Here at work @ E Hospital. no patients   this place is a hotbed of scandal and gossip. lol,20,14,90,17,0,0,1
Tue Jun 02 11:26:14 PDT 2009,NO_QUERY,a_merker,wishes she was back in the city ,11,26,32,7,0,0,1
Wed Jun 17 13:01:11 PDT 2009,NO_QUERY,SarRaawr,"@ddlovato Wish i could , but im in england  xx",13,1,46,9,1,0,2
Sat May 09 23:24:44 PDT 2009,NO_QUERY,tiahakim,"@Dyana55 by the time u read this, UR FREE!!! XD while im here all stressed w/ audit assignment french oral test ",23,24,112,21,1,0,2
Wed Jun 17 14:45:25 PDT 2009,NO_QUERY,RNSNewman,@StewartWade I have!!!!! Tried at midnight last night and this am with no success ,14,45,82,14,1,0,2
Thu Jun 18 20:42:32 PDT 2009,NO_QUERY,megrayner,@chrisricho that's mean. I've ben lookin fwd to my holiday for months ,20,42,70,14,1,0,2
Fri Jun 05 13:06:05 PDT 2009,NO_QUERY,AngyMcLovin,"@sizeone I'm actually looking foward to it, its just that im leaving behind a lot that I'm going to miss A LOT ",13,6,111,24,1,0,2
Sun Jun 21 06:45:22 PDT 2009,NO_QUERY,virnaaryanita,miss him so badly ,6,45,18,4,0,0,1
Thu May 14 00:29:44 PDT 2009,NO_QUERY,ally_carlyle,found dana's gi! but now i have to wash two complete ones  drying is gonna be a pain in the ass.  thats what i get for being forgetful,0,29,134,29,0,0,1
Sat May 16 21:55:03 PDT 2009,NO_QUERY,NikiB2,@Amber_Lily13 ill tell u the lame story later...UGH!!! still got to talk to steve tho ,21,55,86,16,1,0,2
Sat Jun 20 14:43:53 PDT 2009,NO_QUERY,Meghan_xoxo,Toffee crisp cookies = love but I feel sick so I can't eat them ,14,43,64,14,0,0,1
Thu Jun 25 04:14:20 PDT 2009,NO_QUERY,SimonScholes,Gonna go see if they have size nines in yet at sports direct....betting they don't though and I buy more lycra instead ,4,14,119,24,0,0,1
Sun Apr 19 06:49:23 PDT 2009,NO_QUERY,ShiGGaShay,"@Gemini90 lmao, dont lie to yourself dude, im sure you use them too! ",6,49,69,13,1,0,2
Thu May 14 01:06:27 PDT 2009,NO_QUERY,jacquelyn_mo,Be jealous twits i have the hottest and best sister ever! She is so bad! Sneaky lil thing  love her,1,6,99,20,0,0,1
Fri May 22 07:11:47 PDT 2009,NO_QUERY,Hipchick999,@Bride2009 Thanks for the follow friday  x,7,11,42,7,1,0,2
Tue Jun 16 08:13:19 PDT 2009,NO_QUERY,floppyarms,@tidygraphic We have to put a permit in each day and we both just forgot. Too late  sucks ass - they check like once a month....,8,13,128,25,1,0,2
Sat May 09 22:11:19 PDT 2009,NO_QUERY,DianeLDJ,Cool ep of SNL. Now I am going to bed. Terrible headache  night.,22,11,64,13,0,0,1
Mon Jun 01 05:30:57 PDT 2009,NO_QUERY,AngelicaPreston,I already want this week to be over  so tired of school!,5,30,56,12,0,0,1
Fri Jun 05 17:44:29 PDT 2009,NO_QUERY,michellesoong,There was no service  and u were doing ur hair,17,44,46,10,0,0,1
Sun Jun 21 00:29:23 PDT 2009,NO_QUERY,_alexarockss,soo i got my tragus(liddol part of ear) pierced the same day as my tatttoo &amp; man that shit still hurts  my tattoo is goood&lt;3,0,29,131,28,0,0,1
Sun May 03 12:08:37 PDT 2009,NO_QUERY,LeBeauti,my heart goes out to David Cook and his family   so sad!,12,8,56,12,0,0,1
Sun May 10 18:21:06 PDT 2009,NO_QUERY,theepicbeat,@SaraMcCollum Wow...Debbie Downer. Sorry you had such a bad day ,18,21,64,11,1,0,2
Mon Jun 15 15:54:16 PDT 2009,NO_QUERY,micheleisabel,"@homicidepiinks lol i try, i really really do...im doin laundry too, but it wont be nearly as exciting as your spin cycle will be... ",15,54,133,25,1,0,2
Thu Jun 25 09:02:37 PDT 2009,NO_QUERY,JessMcFlyxxx,@kerri_louise aww  i like the rain but the sunshines better  xxx,9,2,64,11,1,0,2
Fri Jun 19 14:52:28 PDT 2009,NO_QUERY,JessicaOlsofka,ugh killer headache  go awayyy!,14,52,31,5,0,0,1
Thu Jun 25 05:24:54 PDT 2009,NO_QUERY,textualoffender,@rashmid Didnt you have enough fun making fun of it last time   ,5,24,64,12,1,0,2
Thu Jun 18 03:00:42 PDT 2009,NO_QUERY,Tarale,@moose73 it's not the way to go!  but @aliyaki is a tough cookie,3,0,64,14,2,0,0
Thu May 28 23:25:57 PDT 2009,NO_QUERY,charubhashini,"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",23,25,127,25,0,0,1
Tue Jun 02 03:07:30 PDT 2009,NO_QUERY,SpeedyBE,@theBrandiCyrus Strange Things happen ... ,3,7,42,4,1,0,2
Tue Jun 16 06:02:41 PDT 2009,NO_QUERY,hey2020,"Doctors! AHH! No! No! NO! NO! NO! NO! NO! wow thats a lot of No's! But, still argggg ",6,2,85,19,0,0,1
Tue Jun 16 00:25:21 PDT 2009,NO_QUERY,Cornell_Are_I,Some People Just Don't Get It  Silly Peeps,0,25,42,9,0,0,1
Sat Jun 06 13:39:11 PDT 2009,NO_QUERY,babyblues7985,Is super sick right now   and here I was thinking I was better...then I ate ,13,39,76,16,0,0,1
Sun May 10 09:32:59 PDT 2009,NO_QUERY,littledaniBR,A mommyless mom's day ,9,32,22,5,0,0,1
Tue Jun 02 08:50:27 PDT 2009,NO_QUERY,VulvaLoveLovely,@JupitaUpcycled I cant. They filed for bankruptcy and no longer exist. I waited 3 years for him to give me the ring &amp; now I cant wear it. ,8,50,142,28,1,0,2
Wed Jun 17 03:39:33 PDT 2009,NO_QUERY,chickylee,"why is ireland a wet country, this weatre is making me sooo depressed today ",3,39,76,14,0,0,1
Fri May 29 14:03:11 PDT 2009,NO_QUERY,mbabygirlsworld,@Tiffers62 thanks... 6 lbs in 3 weeks ,14,3,38,7,1,0,2
Sun May 10 07:49:00 PDT 2009,NO_QUERY,aabenshimol,Dropped of realatives at the airport....vacations end so fast ,7,49,62,10,0,0,1
Wed Jun 03 06:53:28 PDT 2009,NO_QUERY,XgillsX,Im never drinkin again lol. So hungover ,6,53,40,7,0,0,1
Mon Jun 15 02:46:08 PDT 2009,NO_QUERY,photospeaks,"I am starting to have issues with my Sony Vaio S28GP, been a good 5yrs tho, I am guessing a bad ram, micro-dimm costs $99 just for 512mb ",2,46,137,29,0,0,1
Wed Jun 03 07:29:42 PDT 2009,NO_QUERY,Emily_TeamJodie,@toriilovesmcfly  aww how comes?  x,7,29,35,5,1,0,2
Fri Jun 19 13:12:24 PDT 2009,NO_QUERY,kronos2611,finished halo wars ,13,12,19,3,0,0,1
Mon May 04 01:42:36 PDT 2009,NO_QUERY,Liberal72,@unreal_g: I`ve been sneezing and felt like a train-wreck for the last two weeks myself. But it`s not piggystuff.  So we`re good then.,1,42,134,27,1,0,2
Wed Jun 17 05:41:52 PDT 2009,NO_QUERY,iamloz_JsPR,@Lyrical_Lawyer  aw Hun ... the tears will eventually dry up .. unfortunatley the pain stays .. and were here for u xxx *hugs*,5,41,126,20,1,0,2
Sun Jun 07 08:38:17 PDT 2009,NO_QUERY,isahlady,needs some motivation to start SBD Phase 1. Hay....i'm eating a lot of carbo again. ,8,38,84,17,0,0,1
Thu May 28 20:50:03 PDT 2009,NO_QUERY,nicolejdally,YAY Cavs!! What am I going to do with my nights when Basketball playoffs are over?? Enjoying it while I can ,20,50,108,21,0,0,1
Tue May 26 21:53:30 PDT 2009,NO_QUERY,Wolfie85,saved the first 20 chapters of &quot;Emotional Butane&quot;. ,21,53,61,10,0,0,1
Tue Jun 16 05:48:31 PDT 2009,NO_QUERY,shaaqT,@lonelycrowd I already am! Where did the rain go ,5,48,49,9,1,0,2
Sun Jun 21 04:50:27 PDT 2009,NO_QUERY,KaylaOlivia,I wish my Dad were here so I could say it in person  I guess phone calls are better than nothing.,4,50,97,21,0,0,1
Mon May 18 06:09:05 PDT 2009,NO_QUERY,DerFlash,@violetOS In case &quot;testing&quot; means that this bytecode is already pushed to our rabbits &gt; None of my radios work anymore  #nabaztag #fail,6,9,148,25,1,0,2
Fri Jun 19 18:25:30 PDT 2009,NO_QUERY,dlaineyoung,@Thereal_shaggie -Sry  How long is your incarceration?,18,25,54,7,1,0,2
Sun Apr 19 23:03:06 PDT 2009,NO_QUERY,Malenky,Yay for getting updates on my phone in real time instead of an hour or two later! ,23,3,82,17,0,0,1
Fri Jun 19 16:58:13 PDT 2009,NO_QUERY,TwentyXX,"@OMGitsLexi  I'm sorry to hear that, but hey, welcome to the club.",16,58,66,13,1,0,2
Sun May 10 00:53:52 PDT 2009,NO_QUERY,Kyranashana,@lara92 i have all the small things on my itunes. wish i had an ipod ,0,53,69,15,1,0,2
Mon May 18 05:48:01 PDT 2009,NO_QUERY,bengodwin,"One last spin through glorious New York City and then it's back to Blighty, my own bed, guitars, &amp; garden... Aaah. ",5,48,119,22,0,0,1
Sun Jun 07 19:39:51 PDT 2009,NO_QUERY,Andie_Q,"Im listening muse, and chatting with my BFF Backaus! (L) Im sick! and that sucks! ",19,39,82,15,0,0,1
Mon Apr 20 23:18:17 PDT 2009,NO_QUERY,Minea_,"Goodmorning! Hope u slept well, I didn't. Had a nightmare ",23,18,58,11,0,0,1
Mon Jun 22 12:30:39 PDT 2009,NO_QUERY,mwhewitt,@Morticia626 I made the mistake of buying a new iPhone 8 weeks ago. I guess I'm stuck with it for a while ,12,30,106,23,1,0,2
Tue Jun 23 17:14:02 PDT 2009,NO_QUERY,kiLLa21,Damn! I'm tryin to find some energy to hit day gym!! ,17,14,53,12,0,0,1
Thu Jun 18 11:57:08 PDT 2009,NO_QUERY,team_allen,I ate too quick now I feel sick ,11,57,32,8,0,0,1
Sun May 31 08:55:54 PDT 2009,NO_QUERY,NiDbAr,What the fuck ! Goodbye Nadal ,8,55,30,5,0,0,1
Fri Jun 19 02:17:52 PDT 2009,NO_QUERY,Ruchh,Wasting time..  ,2,17,16,2,0,0,1
Wed Jun 17 16:09:33 PDT 2009,NO_QUERY,CitizenWolf,Feeling really jaded cause no-one ever watches my live shows  lol nevermind my vlogs are way better anyway.,16,9,107,19,0,0,1
Sat May 30 17:01:06 PDT 2009,NO_QUERY,DukeyPie65,Schools almost out ,17,1,19,3,0,0,1
Sat Jun 06 09:19:47 PDT 2009,NO_QUERY,itsjenwilliams,@zackforaberg EXACTLY!!! I'll fit in just fine!! @tbishh I already fixed it ,9,19,76,13,2,0,0
Sun Jun 07 20:11:05 PDT 2009,NO_QUERY,rs1307,went for a 10 min run...gahh I hate running...and exercise in general ,20,11,70,14,0,0,1
